file,peak_linear_acc_mps2,peak_rotational_acc_rads2
Rugby478.xlsx,7.0460,213.3019
Rugby479.xlsx,28.7922,3215.2270
Rugby48.xlsx,20.3971,2364.0550
Rugby480.xlsx,12.4610,603.2156
Rugby481.xlsx,13.6125,1446.2243
Rugby482.xlsx,47.5732,5148.6654
Rugby483.xlsx,15.1794,1553.3771
Rugby484.xlsx,10.7828,983.0788
Rugby485.xlsx,20.3109,3109.7672
Rugby486.xlsx,17.9551,1965.5338
Rugby487.xlsx,13.8780,1522.6020
Rugby488.xlsx,8.2170,794.1347
Rugby489.xlsx,16.1097,1962.0749
Rugby49.xlsx,29.2194,1700.3647
Rugby490.xlsx,57.8776,6516.0973
Rugby491.xlsx,13.4968,1117.7107
Rugby492.xlsx,12.9818,918.4036
Rugby493.xlsx,7.9643,1305.0877
Rugby494.xlsx,9.6900,972.4598
Rugby495.xlsx,15.1045,1537.1038
Rugby496.xlsx,26.8448,2960.8478
Rugby497.xlsx,31.4780,3698.9627
Rugby498.xlsx,34.8540,2389.8095
Rugby499.xlsx,36.9428,5878.4383
Rugby5.xlsx,11.3346,1432.6884
Rugby50.xlsx,45.0286,2493.5498
Rugby500.xlsx,11.6429,1784.5342
Rugby501.xlsx,21.3681,2434.8031
Rugby502.xlsx,8.0244,1078.2325
Rugby503.xlsx,33.8974,3175.9431
Rugby504.xlsx,18.0841,1106.2899
Rugby505.xlsx,10.6994,2665.2973
Rugby506.xlsx,20.5920,2246.6940
Rugby507.xlsx,31.2097,1636.0131
Rugby508.xlsx,22.3033,3733.7154
Rugby509.xlsx,31.0694,1914.3585
Rugby51.xlsx,17.4186,789.4956
Rugby510.xlsx,14.9392,2171.0488
Rugby511.xlsx,13.6545,989.0874
Rugby512.xlsx,10.0092,912.8808
Rugby513.xlsx,7.8345,1230.7346
Rugby514.xlsx,26.3858,2842.0074
Rugby515.xlsx,31.0094,3456.7855
Rugby516.xlsx,17.1749,2260.4289
Rugby517.xlsx,25.7422,2344.4783
Rugby518.xlsx,8.2981,681.5887
Rugby519.xlsx,28.5920,2758.6576
Rugby52.xlsx,19.9569,1514.1953
Rugby520.xlsx,52.5410,5758.9452
Rugby521.xlsx,11.4695,1028.9527
Rugby522.xlsx,61.6030,4007.4956
Rugby523.xlsx,10.5786,2399.4695
Rugby524.xlsx,16.1962,1967.6423
Rugby525.xlsx,20.7273,2291.2490
Rugby526.xlsx,11.5893,894.9329
Rugby527.xlsx,25.2345,2691.8633
Rugby528.xlsx,18.4414,1824.5464
Rugby529.xlsx,23.1062,2215.7552
Rugby53.xlsx,12.8502,1167.0685
Rugby530.xlsx,24.4533,1945.8539
Rugby531.xlsx,12.7495,1466.5909
Rugby532.xlsx,10.9745,537.2423
Rugby533.xlsx,14.5495,1442.3075
Rugby534.xlsx,12.1785,919.9113
Rugby535.xlsx,11.1597,1178.4844
Rugby536.xlsx,10.7865,1419.2086
Rugby537.xlsx,19.0967,1192.9252
Rugby538.xlsx,16.6604,1295.5442
Rugby539.xlsx,100.9069,11083.6221
Rugby54.xlsx,66.7542,1965.6641
Rugby540.xlsx,12.3164,1120.0292
Rugby541.xlsx,21.0789,2251.6811
Rugby542.xlsx,36.5103,4242.2576
Rugby543.xlsx,12.3744,475.8579
Rugby544.xlsx,25.6175,1027.3775
Rugby545.xlsx,13.8993,1155.0288
Rugby546.xlsx,10.5040,586.4639
Rugby547.xlsx,11.5999,974.9231
Rugby548.xlsx,12.0521,615.8104
Rugby549.xlsx,50.8551,1868.8790
Rugby55.xlsx,9.9893,843.4239
Rugby550.xlsx,46.6739,5672.8207
Rugby551.xlsx,17.2975,932.2967
Rugby552.xlsx,90.2560,4333.6637
Rugby553.xlsx,14.5372,1374.5691
Rugby554.xlsx,13.1777,1498.3624
Rugby555.xlsx,22.7426,1958.2515
Rugby556.xlsx,63.5576,4360.6402
Rugby557.xlsx,20.4029,2243.2877
Rugby558.xlsx,16.8657,1279.3802
Rugby559.xlsx,14.4840,1887.6762
Rugby56.xlsx,17.8633,1564.5163
Rugby560.xlsx,22.0120,2170.2412
Rugby561.xlsx,20.7680,1980.1960
Rugby562.xlsx,12.6659,1261.3631
Rugby563.xlsx,26.0224,1617.1297
Rugby564.xlsx,45.1647,1258.8010
Rugby565.xlsx,19.9946,2007.9533
Rugby566.xlsx,19.5887,767.5445
Rugby567.xlsx,8.0863,347.7832
Rugby568.xlsx,36.6430,3941.3887
Rugby569.xlsx,19.0733,2502.1949
Rugby57.xlsx,57.0331,1201.9611
Rugby570.xlsx,23.5114,1880.5725
Rugby571.xlsx,8.9183,994.4923
Rugby572.xlsx,38.9383,1654.9300
Rugby573.xlsx,15.3869,880.5504
Rugby574.xlsx,25.1504,2929.4446
Rugby575.xlsx,12.5113,735.3450
Rugby576.xlsx,24.8873,2655.3824
Rugby577.xlsx,19.5200,1532.0058
Rugby578.xlsx,59.5590,1680.3445
Rugby579.xlsx,29.8878,3446.2329
Rugby58.xlsx,10.0502,1095.1217
Rugby580.xlsx,43.3815,1382.9662
Rugby581.xlsx,10.7620,1033.1788
Rugby582.xlsx,21.6709,2031.0391
Rugby583.xlsx,14.4863,703.7562
Rugby584.xlsx,34.4399,995.0333
Rugby585.xlsx,19.7347,2158.4131
Rugby586.xlsx,21.6030,1979.1660
Rugby587.xlsx,11.1883,1072.0125
Rugby588.xlsx,44.1791,4607.4543
Rugby589.xlsx,14.4555,1426.6512
Rugby59.xlsx,19.6329,2052.1265
Rugby590.xlsx,11.6927,1124.5793
Rugby591.xlsx,32.2085,1947.2144
Rugby592.xlsx,18.3994,3063.7894
Rugby593.xlsx,14.2507,1702.2860
Rugby594.xlsx,31.1304,3856.1453
Rugby595.xlsx,16.0365,1577.1299
Rugby596.xlsx,13.0453,1608.4190
Rugby597.xlsx,29.2502,2807.1232
Rugby598.xlsx,20.0158,1696.4233
Rugby599.xlsx,14.9673,1627.2395
Rugby6.xlsx,13.5065,967.9065
Rugby60.xlsx,24.1934,2140.2331
Rugby600.xlsx,22.0054,1042.3846
Rugby601.xlsx,5.5612,1423.6792
Rugby602.xlsx,22.0586,2027.7357
Rugby603.xlsx,55.2687,5896.5574
Rugby604.xlsx,16.7863,1994.9207
Rugby605.xlsx,10.6243,852.7064
Rugby606.xlsx,19.4108,1528.6667
Rugby607.xlsx,20.7995,2375.7227
Rugby608.xlsx,24.4803,2853.6374
Rugby609.xlsx,36.8521,3371.7921
Rugby61.xlsx,74.9292,4535.3899
Rugby610.xlsx,12.9898,3116.5399
Rugby611.xlsx,10.1575,852.8228
Rugby612.xlsx,10.3828,444.7614
Rugby613.xlsx,30.2467,2817.3364
Rugby614.xlsx,30.2218,2817.2014
Rugby615.xlsx,31.4982,1351.0604
Rugby616.xlsx,8.7903,456.9342
Rugby617.xlsx,10.9143,1538.4321
Rugby618.xlsx,12.4643,1719.3854
Rugby619.xlsx,11.8755,815.0048
Rugby62.xlsx,36.9491,1335.7594
Rugby620.xlsx,51.5144,4890.1351
Rugby621.xlsx,9.1723,784.6463
Rugby622.xlsx,34.1517,5053.9118
Rugby623.xlsx,16.3215,1927.3584
Rugby624.xlsx,14.6162,1304.4792
Rugby625.xlsx,9.7925,247.1559
Rugby626.xlsx,6.6680,240.4307
Rugby627.xlsx,5.7668,509.7070
Rugby628.xlsx,5.7518,158.1149
Rugby629.xlsx,14.6626,2264.7135
Rugby63.xlsx,14.2441,1231.8315
Rugby630.xlsx,16.1770,681.2870
Rugby631.xlsx,16.1729,671.4588
Rugby632.xlsx,16.1631,669.6143
Rugby633.xlsx,16.1464,669.8776
Rugby634.xlsx,7.8919,898.1886
Rugby635.xlsx,4.3719,701.5628
Rugby636.xlsx,4.2804,1222.5438
Rugby637.xlsx,12.9263,318.8232
Rugby638.xlsx,15.4283,283.0286
Rugby639.xlsx,13.0199,242.0390
Rugby64.xlsx,22.8234,1635.6108
Rugby640.xlsx,5.5359,286.2181
Rugby641.xlsx,6.3030,287.9878
Rugby642.xlsx,7.6898,179.6575
Rugby643.xlsx,10.6832,871.9508
Rugby644.xlsx,7.3390,672.2921
Rugby645.xlsx,15.9246,147.1461
Rugby646.xlsx,3.5726,32.7603
Rugby647.xlsx,4.1966,489.1837
Rugby648.xlsx,3.6897,195.0398
Rugby649.xlsx,6.2277,417.9602
Rugby65.xlsx,13.3379,1040.8983
Rugby650.xlsx,10.6776,255.7816
Rugby651.xlsx,10.3390,1325.2758
Rugby652.xlsx,16.1243,1682.2172
Rugby653.xlsx,18.7899,1904.4801
Rugby654.xlsx,7.7928,561.9910
Rugby655.xlsx,7.5708,1009.1426
Rugby656.xlsx,6.7447,957.2764
Rugby657.xlsx,8.8993,698.7313
Rugby658.xlsx,13.4014,1548.8544
Rugby659.xlsx,16.4906,2164.4346
Rugby66.xlsx,9.7938,625.9275
Rugby660.xlsx,8.0500,143.8372
Rugby661.xlsx,6.6571,218.7427
Rugby662.xlsx,6.6181,333.5716
Rugby663.xlsx,36.7671,3449.6689
Rugby664.xlsx,18.8902,2121.7677
Rugby665.xlsx,25.8638,2892.7320
Rugby666.xlsx,25.8451,2890.6900
Rugby667.xlsx,20.7365,2519.8686
Rugby668.xlsx,20.7155,2519.2862
Rugby669.xlsx,23.4481,3045.1827
Rugby67.xlsx,9.8116,887.1209
Rugby670.xlsx,23.3236,3043.3063
Rugby671.xlsx,50.3821,5313.6258
Rugby672.xlsx,44.7084,4515.3035
Rugby673.xlsx,38.9517,2228.4901
Rugby674.xlsx,18.3238,1799.7032
Rugby675.xlsx,28.9073,3036.0286
Rugby676.xlsx,41.5340,4705.2327
Rugby677.xlsx,25.8279,2340.9779
Rugby678.xlsx,36.5994,3498.9461
Rugby679.xlsx,14.0089,1763.8162
Rugby68.xlsx,31.1702,2968.6775
Rugby680.xlsx,15.8397,784.4170
Rugby681.xlsx,13.2034,342.9145
Rugby682.xlsx,13.7004,163.7961
Rugby683.xlsx,7.0425,155.5598
Rugby684.xlsx,6.3041,323.4886
Rugby685.xlsx,4.2197,349.4161
Rugby686.xlsx,3.7416,500.0217
Rugby687.xlsx,8.7096,774.1370
Rugby688.xlsx,5.5235,214.0078
Rugby689.xlsx,22.4332,1596.0071
Rugby69.xlsx,14.3050,1783.5640
Rugby690.xlsx,4.2681,230.3085
Rugby691.xlsx,10.3100,573.7319
Rugby692.xlsx,11.7046,1394.7179
Rugby693.xlsx,8.8204,304.1342
Rugby694.xlsx,10.5571,607.9317
Rugby695.xlsx,28.2313,1675.2479
Rugby696.xlsx,40.4360,1022.4848
Rugby697.xlsx,11.5839,1335.2796
Rugby698.xlsx,9.4453,583.7507
Rugby699.xlsx,6.8021,210.6060
Rugby7.xlsx,16.2454,1649.1473
Rugby70.xlsx,31.1898,2958.8418
Rugby700.xlsx,17.7357,2190.2262
Rugby701.xlsx,6.8892,464.0934
Rugby702.xlsx,6.9051,464.1385
Rugby703.xlsx,8.8054,115.3804
Rugby704.xlsx,14.6399,1204.2195
Rugby705.xlsx,8.3240,459.6853
Rugby706.xlsx,18.2007,268.6418
Rugby707.xlsx,11.0190,317.3033
Rugby708.xlsx,14.6682,514.4260
Rugby709.xlsx,12.0221,392.7378
Rugby71.xlsx,14.4879,1551.0418
Rugby710.xlsx,37.5024,5415.5124
Rugby711.xlsx,4.9434,507.7681
Rugby712.xlsx,16.6338,2189.7121
Rugby713.xlsx,8.8050,182.5642
Rugby714.xlsx,6.5238,282.3173
Rugby715.xlsx,43.2253,4580.5652
Rugby716.xlsx,21.4538,2169.2581
Rugby717.xlsx,21.4557,2169.3052
Rugby718.xlsx,12.1747,720.9417
Rugby719.xlsx,27.4005,3818.7926
Rugby72.xlsx,15.1867,1826.3138
Rugby720.xlsx,18.1301,1912.4330
Rugby721.xlsx,9.0763,479.5253
Rugby722.xlsx,9.0305,1191.0721
Rugby723.xlsx,21.3603,1847.4764
Rugby724.xlsx,11.9247,601.5647
Rugby725.xlsx,12.0591,2085.8643
Rugby726.xlsx,14.4439,1833.3727
Rugby727.xlsx,30.2881,1722.0923
Rugby728.xlsx,10.3442,1178.6296
Rugby729.xlsx,11.6634,1195.4211
Rugby73.xlsx,21.1112,2396.8570
Rugby730.xlsx,14.9384,1443.7000
Rugby731.xlsx,19.3611,644.5641
Rugby732.xlsx,12.1781,933.2846
Rugby733.xlsx,12.2695,933.1810
Rugby734.xlsx,25.3793,2656.4007
Rugby735.xlsx,9.4874,486.8092
Rugby736.xlsx,32.8683,4331.7996
Rugby737.xlsx,10.8585,1151.8063
Rugby738.xlsx,27.2626,1678.3813
Rugby739.xlsx,14.4194,1391.2514
Rugby74.xlsx,23.3121,2543.3803
Rugby740.xlsx,29.2665,1553.9941
Rugby741.xlsx,29.2381,1553.8077
Rugby742.xlsx,25.9051,2633.9878
Rugby743.xlsx,5.9052,672.8207
Rugby744.xlsx,21.3552,3098.1274
Rugby745.xlsx,36.7395,3710.4360
Rugby746.xlsx,10.9949,1986.0142
Rugby747.xlsx,12.5488,901.0722
Rugby748.xlsx,10.0406,1093.3638
Rugby749.xlsx,11.9122,780.2804
Rugby75.xlsx,49.0577,2646.2414
Rugby750.xlsx,16.2907,1363.9231
Rugby751.xlsx,15.6885,1224.6211
Rugby752.xlsx,13.9336,700.7797
Rugby753.xlsx,10.7693,826.5347
Rugby754.xlsx,37.2025,4438.6672
Rugby755.xlsx,43.1147,2680.1238
Rugby756.xlsx,8.5298,148.0140
Rugby757.xlsx,11.5238,2460.6394
Rugby758.xlsx,17.5342,697.7274
Rugby759.xlsx,17.9800,2383.5188
Rugby76.xlsx,16.0668,3029.3457
Rugby760.xlsx,11.5575,391.1101
Rugby761.xlsx,19.6091,1223.9651
Rugby762.xlsx,29.9439,874.0199
Rugby763.xlsx,12.6711,1109.6927
Rugby764.xlsx,14.8295,1367.3419
Rugby765.xlsx,18.9897,828.3882
Rugby766.xlsx,27.1062,1957.7129
Rugby767.xlsx,14.2105,623.4074
Rugby768.xlsx,6.5281,164.6076
Rugby769.xlsx,14.7843,2167.8168
Rugby77.xlsx,8.2421,512.3436
Rugby770.xlsx,27.8731,1926.6275
Rugby771.xlsx,11.4512,569.9084
Rugby772.xlsx,13.9253,551.9936
Rugby773.xlsx,13.9241,666.7778
Rugby774.xlsx,12.3147,660.5386
Rugby775.xlsx,19.9873,2055.4201
Rugby776.xlsx,18.3881,914.9934
Rugby777.xlsx,15.0206,850.8452
Rugby778.xlsx,15.2963,987.5367
Rugby779.xlsx,35.9222,1395.9952
Rugby78.xlsx,31.3490,4649.0869
Rugby780.xlsx,34.9560,968.1458
Rugby781.xlsx,12.2404,385.5072
Rugby782.xlsx,15.2285,772.2771
Rugby783.xlsx,22.6063,2403.4140
Rugby784.xlsx,35.1336,2878.1115
Rugby785.xlsx,20.9041,1441.3637
Rugby786.xlsx,16.0415,961.8887
Rugby787.xlsx,16.0116,964.3268
Rugby788.xlsx,5.8868,820.6586
Rugby789.xlsx,18.2732,784.2302
Rugby79.xlsx,4.2939,436.6146
Rugby790.xlsx,12.4646,1081.5542
Rugby791.xlsx,16.3391,536.4583
Rugby792.xlsx,31.0597,2097.3476
Rugby793.xlsx,16.7222,1615.9682
Rugby794.xlsx,16.8282,1614.5109
Rugby795.xlsx,23.6937,1611.5421
Rugby796.xlsx,11.5848,1257.2613
Rugby797.xlsx,18.3228,1269.7348
Rugby798.xlsx,15.6358,1841.8766
Rugby799.xlsx,15.6366,1841.5553
Rugby8.xlsx,16.8608,1762.0946
Rugby80.xlsx,14.1691,1496.5299
Rugby800.xlsx,15.6436,1841.5416
Rugby801.xlsx,12.3957,1245.6563
Rugby802.xlsx,31.0404,1727.6227
Rugby803.xlsx,19.7750,1083.2395
Rugby804.xlsx,10.8817,1086.6812
Rugby805.xlsx,19.3596,1899.6508
Rugby806.xlsx,20.3320,2131.5633
Rugby807.xlsx,46.0016,1997.3108
Rugby808.xlsx,105.9179,5572.4676
Rugby809.xlsx,26.4274,2009.0678
Rugby81.xlsx,10.7111,586.8894
Rugby810.xlsx,9.5190,865.3943
Rugby811.xlsx,5.1877,1253.5702
Rugby812.xlsx,18.8308,1279.2051
Rugby813.xlsx,15.5222,2503.7273
Rugby814.xlsx,19.9978,1874.6492
Rugby815.xlsx,17.4328,2189.9663
Rugby816.xlsx,8.4314,616.3238
Rugby817.xlsx,11.5382,1267.9194
Rugby818.xlsx,11.9857,1170.1077
Rugby819.xlsx,9.3496,1191.6923
Rugby82.xlsx,16.5036,568.4316
Rugby820.xlsx,15.0101,1016.0251
Rugby821.xlsx,15.1737,935.5069
Rugby822.xlsx,15.7072,698.7889
Rugby823.xlsx,20.1796,2310.2176
Rugby824.xlsx,36.0077,4221.2443
Rugby825.xlsx,26.9362,839.6884
Rugby826.xlsx,24.2983,3229.4515
Rugby827.xlsx,11.6721,1137.1578
Rugby828.xlsx,11.4982,865.3525
Rugby829.xlsx,11.5087,864.8767
Rugby83.xlsx,4.2038,369.4104
Rugby830.xlsx,52.9086,1647.4103
Rugby831.xlsx,16.9994,1948.7514
Rugby832.xlsx,4.8665,910.5381
Rugby833.xlsx,6.0976,553.6919
Rugby834.xlsx,13.7390,1206.7257
Rugby835.xlsx,20.4846,1210.3096
Rugby836.xlsx,8.7113,741.2897
Rugby837.xlsx,17.0702,2167.7012
Rugby838.xlsx,14.5824,800.9650
Rugby839.xlsx,37.5061,3934.7815
Rugby84.xlsx,17.8069,2286.2752
Rugby840.xlsx,21.7062,2238.0855
Rugby841.xlsx,27.0735,2482.6432
Rugby842.xlsx,17.2645,2060.3755
Rugby843.xlsx,22.3453,2416.0261
Rugby844.xlsx,13.3011,1414.9849
Rugby845.xlsx,12.3955,1322.3172
Rugby846.xlsx,15.4225,2744.9158
Rugby847.xlsx,24.9569,2784.5210
Rugby848.xlsx,12.0294,1575.1934
Rugby849.xlsx,17.4933,1541.7298
Rugby85.xlsx,7.8406,1144.8520
Rugby850.xlsx,10.7060,689.6966
Rugby851.xlsx,28.4041,1518.3671
Rugby852.xlsx,13.5793,1066.4158
Rugby853.xlsx,13.2320,886.4646
Rugby854.xlsx,32.2769,2286.9435
Rugby855.xlsx,10.5796,1247.4063
Rugby856.xlsx,17.7151,1338.5036
Rugby857.xlsx,8.1883,267.7727
Rugby858.xlsx,11.3992,1639.6084
Rugby859.xlsx,10.9958,1003.3969
Rugby86.xlsx,16.3855,1440.9878
Rugby860.xlsx,23.2245,2541.7999
Rugby861.xlsx,37.6022,3553.0008
Rugby862.xlsx,12.6327,954.5479
Rugby863.xlsx,16.4900,1641.8796
Rugby864.xlsx,21.1651,1915.9138
Rugby865.xlsx,17.5211,1358.8639
Rugby866.xlsx,73.0139,3237.2937
Rugby867.xlsx,23.3129,2480.7471
Rugby868.xlsx,37.9970,4070.1484
Rugby869.xlsx,8.4963,979.7957
Rugby87.xlsx,16.0127,1610.9932
Rugby870.xlsx,11.0321,1184.9351
Rugby871.xlsx,22.2997,924.2262
Rugby872.xlsx,53.6196,1880.5021
Rugby873.xlsx,53.5262,4712.0552
Rugby874.xlsx,32.3749,3788.4707
Rugby875.xlsx,34.1814,4346.7254
Rugby876.xlsx,46.4135,4994.0207
Rugby877.xlsx,11.2743,891.0435
Rugby878.xlsx,7.8469,998.4292
Rugby879.xlsx,15.4480,688.0754
Rugby88.xlsx,16.3662,913.0731
Rugby880.xlsx,19.1399,1427.4388
Rugby881.xlsx,10.0117,905.3486
Rugby882.xlsx,11.8862,1033.3801
Rugby883.xlsx,79.5563,2010.8467
Rugby884.xlsx,10.1469,1200.3769
Rugby885.xlsx,16.0131,1629.1890
Rugby886.xlsx,31.5037,2838.9122
Rugby887.xlsx,26.6683,1541.6572
Rugby888.xlsx,15.7901,1111.8987
Rugby889.xlsx,14.1372,1991.3129
Rugby89.xlsx,14.0751,1045.4894
Rugby890.xlsx,31.0975,3213.9144
Rugby891.xlsx,40.4830,2577.4193
Rugby892.xlsx,14.2652,1836.3288
Rugby893.xlsx,21.7858,1550.5149
Rugby894.xlsx,16.4290,1573.5958
Rugby895.xlsx,19.2549,1951.5293
Rugby896.xlsx,35.7397,2404.1364
Rugby897.xlsx,9.9033,1314.4062
Rugby898.xlsx,10.2849,821.5409
Rugby899.xlsx,9.4151,789.6248
Rugby9.xlsx,21.9163,2452.7240
Rugby90.xlsx,10.0952,857.1333
Rugby900.xlsx,12.2185,1255.7087
Rugby901.xlsx,20.3934,1543.1407
Rugby902.xlsx,23.9571,2269.2956
Rugby903.xlsx,13.8596,1494.8302
Rugby904.xlsx,30.8032,1485.4148
Rugby905.xlsx,13.1923,813.5458
Rugby906.xlsx,13.2760,1393.8369
Rugby907.xlsx,65.1915,1146.1978
Rugby908.xlsx,11.2250,639.5320
Rugby909.xlsx,65.5721,2300.4303
Rugby91.xlsx,63.9107,3437.6953
Rugby910.xlsx,4.6107,570.6584
Rugby911.xlsx,21.2060,752.1581
Rugby912.xlsx,10.0570,968.8767
Rugby913.xlsx,10.7041,1282.2517
Rugby914.xlsx,44.0797,4315.4138
Rugby915.xlsx,12.4618,1298.4614
Rugby916.xlsx,9.5136,1072.3709
Rugby917.xlsx,10.8375,833.8714
Rugby918.xlsx,13.8439,1475.4820
Rugby919.xlsx,8.7392,70.5538
Rugby92.xlsx,37.7439,3003.6023
Rugby920.xlsx,7.7124,237.0606
Rugby921.xlsx,12.3591,1340.5763
Rugby922.xlsx,11.4826,353.4632
Rugby923.xlsx,17.3186,1463.4198
Rugby924.xlsx,6.4917,717.7996
Rugby925.xlsx,9.7034,980.2865
Rugby926.xlsx,14.9890,1651.8053
Rugby927.xlsx,17.0945,1702.7482
Rugby928.xlsx,8.9420,1017.2860
Rugby929.xlsx,17.6739,2261.2956
Rugby93.xlsx,24.9360,848.9219
Rugby930.xlsx,34.3400,3754.4950
Rugby931.xlsx,16.5782,1045.8254
Rugby932.xlsx,22.3080,2538.4845
Rugby933.xlsx,15.7905,1834.9082
Rugby934.xlsx,13.5742,1385.2010
Rugby935.xlsx,9.2139,194.8315
Rugby936.xlsx,8.6729,573.8172
Rugby937.xlsx,14.1580,476.3764
Rugby938.xlsx,27.6235,1270.6886
Rugby939.xlsx,12.5378,1705.0544
Rugby94.xlsx,25.3180,3208.3909
Rugby940.xlsx,24.0000,1703.0443
Rugby941.xlsx,26.9260,2357.2230
Rugby942.xlsx,10.7387,560.5803
Rugby943.xlsx,15.7527,1803.9030
Rugby944.xlsx,18.5792,1369.2061
Rugby945.xlsx,12.1552,627.5584
Rugby946.xlsx,12.0748,464.5892
Rugby947.xlsx,80.3947,1321.4826
Rugby948.xlsx,69.8129,2701.1353
Rugby949.xlsx,10.1233,1053.9700
Rugby95.xlsx,13.0202,1128.9716
Rugby950.xlsx,6.1330,256.5211
Rugby951.xlsx,17.0020,2055.1284
Rugby952.xlsx,7.7438,836.2641
Rugby953.xlsx,6.9668,656.2462
Rugby954.xlsx,12.3759,1180.3052
Rugby955.xlsx,18.2455,639.3163
Rugby956.xlsx,15.0830,1494.2556
Rugby957.xlsx,16.6918,2301.3654
Rugby958.xlsx,9.8160,693.8322
Rugby959.xlsx,43.7709,2546.1210
Rugby96.xlsx,24.0913,2475.3704
Rugby960.xlsx,15.7590,1685.3951
Rugby961.xlsx,22.6412,2563.5338
Rugby962.xlsx,41.3077,1857.0785
Rugby963.xlsx,38.1176,2086.0703
Rugby964.xlsx,14.3416,1161.2307
Rugby965.xlsx,10.8395,1469.6419
Rugby966.xlsx,14.2369,757.1892
Rugby967.xlsx,10.0722,1301.4076
Rugby968.xlsx,44.3378,1702.1969
Rugby969.xlsx,28.9520,970.7681
Rugby97.xlsx,15.1244,1901.3765
Rugby970.xlsx,27.6885,1443.8945
Rugby971.xlsx,46.9466,2044.5134
Rugby972.xlsx,16.8270,1646.9643
Rugby973.xlsx,6.7195,822.7499
Rugby974.xlsx,19.9462,1530.1749
Rugby975.xlsx,21.7457,2270.8940
Rugby976.xlsx,15.0244,1530.2288
Rugby977.xlsx,21.6801,1554.6151
Rugby978.xlsx,11.1763,1040.7231
Rugby979.xlsx,14.5133,1840.0626
Rugby98.xlsx,28.4128,3054.5112
Rugby980.xlsx,12.6131,983.5752
Rugby981.xlsx,12.8305,702.2877
Rugby982.xlsx,15.5722,1990.4232
Rugby983.xlsx,14.2612,657.9253
Rugby984.xlsx,20.3944,3611.8168
Rugby985.xlsx,8.9057,623.2698
Rugby986.xlsx,38.5738,4956.8064
Rugby987.xlsx,11.1639,1112.7424
Rugby988.xlsx,11.3827,1017.9379
Rugby989.xlsx,54.4109,2353.8732
Rugby99.xlsx,18.9351,2034.7189
Rugby990.xlsx,20.6067,2674.4599
Rugby991.xlsx,39.0990,4359.1020
Rugby992.xlsx,12.6278,1588.5438
Rugby993.xlsx,23.1398,2375.7630
Rugby994.xlsx,36.4180,3850.7128
Rugby995.xlsx,23.1108,1188.0051
Rugby996.xlsx,17.2698,1242.7388
Rugby997.xlsx,13.4012,890.7820
Rugby998.xlsx,13.5028,1073.5398
Rugby999.xlsx,21.5797,993.3839
